descricao,Categoria,contagem_galv,contagem_diam,contagem_equip,contagem_sequencia,contagem_20cm,contagem_tam
papelao hidraulico,3,0,0,0,0,0,0
papel hidraulico,3,0,0,0,0,0,0
papelao hidraulico esp,3,0,0,0,0,0,0
papel base poster grama,3,0,0,0,0,0,0
papel carta folha anexo mod hbl,3,0,0,0,0,0,0
papel carta folha rosto mod hbl,3,0,0,0,0,0,0
papel clip chat,3,0,0,0,0,0,0
papel formato chame multi,3,0,0,0,0,0,0
papel formato,3,0,0,0,0,0,0
papel kart,3,0,0,0,0,0,0
papel marrom semi kart,3,0,0,0,0,0,0
papel descarte,3,0,0,0,0,0,0
papel verde cor diamante,3,0,1,0,0,0,0
papel xerografico,3,0,0,0,0,0,0
pasta ficaria azul papel oficio,3,0,0,0,0,0,0
bloco papel clip chat,3,0,0,0,0,0,0
cartaz papel xcm,3,0,0,0,0,1,0
exp papel folhas,3,0,0,0,0,0,0
exp papel amarelo folhas,3,0,0,0,0,0,0
exp papel azul folhas,3,0,0,0,0,0,0
exp papel marfim folhas,3,0,0,0,0,0,0
exp papel rosa folhas,3,0,0,0,0,0,0
exp papel verde folhas,3,0,0,0,0,0,0
exp papel clip chat folhas,3,0,0,0,0,0,0
exp papel verde,3,0,0,0,0,0,0
med lencol papel rolos,3,0,0,0,0,0,0
palha papel seda,3,0,0,0,0,0,0
papel folhas,3,0,0,0,0,0,0
papel canso folhas,3,0,0,0,0,0,0
papel cartao branco,3,0,0,0,0,0,0
papel nat xmm pct nacional,3,0,0,0,0,0,0
papel mesma branco,3,0,0,0,0,0,0
papel bnflex metro papeis catarinense lida papel seda alex altura metro,3,0,0,0,0,0,0
papel casca ovo bco,3,0,0,0,0,0,0
papel coche cmxcm impcolor coche papel coche tamanho nacional,3,0,0,0,0,4,0
papel seda puc friend,3,0,0,0,0,0,0
papel fotografico brilho,3,0,0,0,0,0,0
papel fotografico link autocolante papel fotografico link autocolante folhas,3,0,0,0,0,0,0
papel alex papeis especiais,3,0,0,0,0,0,0
papel kart ref estrelas papel ref,3,0,0,0,0,0,0
papel pardo microperfurado,3,0,0,0,0,0,0
papel poster papel poster papel poster nacional branco,3,0,0,0,0,0,0
papel reciclado,3,0,0,0,0,0,0
papel fazer gamma kapersul,3,0,0,0,0,0,0
papel seda metro kapersul,3,0,0,0,0,0,0
papel seda xcm calor laranja,3,0,0,0,0,1,0
papel seda core diversas xcm,3,0,0,0,0,1,0
papel seda dar,3,0,0,0,0,0,0
papel siliconado acaba bri xcm cod acabamento brilho impresso,3,0,0,0,0,1,0
papel sublimatico impresso isto papel sublimatico impresso internamente aplicar malha tecido abertos estampa isto,3,0,0,0,0,0,0
prato descartavel papelao,3,0,0,0,0,1,0
tag papel xmm base kid margem skygraf triple,3,0,0,0,0,0,0
tag papel dar pro delicado pto skygraf material calor plus los angel,3,0,0,0,0,0,0
tag papel xmm casa hope skygraf material triple,3,0,0,0,0,0,0
tag papel xmm kid volta aulas skygraf,3,0,0,0,0,0,0
tag papel xmm base margem pop skygraf triple,3,0,0,0,0,0,0
tag papel xmm base margem skygraf triple,3,0,0,0,0,0,0
tag papel kid neon amarelo skygraf papel triple grama,3,0,0,0,0,0,0
tag papel kid neon laranja skygraf papel triple grama,3,0,0,0,0,0,0
tag papel kid neon rosa skygraf papel triple grama,3,0,0,0,0,0,0
tag papel base kid dpa azul skygraf material triple,3,0,0,0,0,0,0
tag papel kid planeta ararajuba skygraf papel vitacarta papilas,3,0,0,0,0,0,0
tag papel kid planeta tartaruga skygraf papel vitacarta papilas,3,0,0,0,0,0,0
tag papel kid todos planeta skygraf papel vitacarta papilas,3,0,0,0,0,0,0
tag papel base kid fronha skygraf triple,3,0,0,0,0,0,0
tag papel xmm base sport tecnoblu selo corpo,3,0,0,0,0,0,0
tag papel xmm base sport tecnoblu hidratante,3,0,0,0,0,0,0
tag papel xmm base sport tecnoblu poligamia biodegradvel easy dry cool touch,3,0,0,0,0,0,0
tag papel xmm base sport tecnoblu nat combinar secagem rapida easy care elasticidade movimento,3,0,0,0,0,0,0
tag papel xmm base sport tecnoblu poligamia biodegradvel secagem rapida toque gelado,3,0,0,0,0,0,0
tag papel xmm base sport tecnoblu protejo cool touch elasticidade movimento,3,0,0,0,0,0,0
tag papel xmm base sport tecnoblu nat combinar secagem rapida elasticidade movimento antiodor,3,0,0,0,0,0,0
tag papel xmm base sport tecnoblu nat combinar protao toque gelado antiodor,3,0,0,0,0,0,0
tag papel xmm rtm holografico tecnoblu hin corpo lacre material ecoflex,3,0,0,0,0,0,0
tag papel kid mickey and friend skygraf papel triple,3,0,0,0,0,0,0
tag papel dar better skygraf vitacarta,3,0,0,0,0,0,0
tag papel dar parcela cheio tecnoblu projeto cli combinar corpo lacre preto,3,0,0,0,0,0,0
tag papel better jean eco skygraf vitacarta,3,0,0,0,0,0,0
tag papel better linho eco skygraf vitacarta,3,0,0,0,0,0,0
tag papel better malha eco skygraf vitacarta,3,0,0,0,0,0,0
tag papel better boletim skygraf vitacarta,3,0,0,0,0,0,0
tag papel better surja eco skygraf vitacarta,3,0,0,0,0,0,0
tag papel base kid harry poster skygraf material triple,3,0,0,0,0,0,0
tag papel xmm disse ano skygraf triple solicitar,3,0,0,0,0,0,0
tag papel kid turma unica skygraf papel triple grama,3,0,0,0,0,0,0
tag papel base kid fula borboleta skygraf papel duo design,3,0,0,0,0,0,0
tag papel base kid fula flor skygraf papel duo design,3,0,0,0,0,0,0
tag papel base kid fula passaro skygraf papel duo design,3,0,0,0,0,0,0
tag papel base kid fula tigre skygraf papel duo design,3,0,0,0,0,0,0
tag papel kid fula peixe amarelo skygraf papel triple solicitar,3,0,0,0,0,0,0
tag papel kid fula peixe azul skygraf papel triple solicitar,3,0,0,0,0,0,0
tag papel kid fula peixe rosa skygraf papel triple solicitar,3,0,0,0,0,0,0
tag papel kid fula peixe verde skygraf papel triple solicitar,3,0,0,0,0,0,0
tag papel semente rtm xcm,3,0,0,0,0,1,0
papel branco folhas,3,0,0,0,0,0,0
papel filipaper diplomata online,3,0,0,0,0,0,0
papel repor,3,0,0,0,0,0,0
papel repor folhas,3,0,0,0,0,0,0
bloco papel,3,0,0,0,0,0,0
bobina papel kart,3,0,0,0,0,1,0
bobina papel kart cor cor unica,3,0,0,0,0,1,0
bobina papel kart cor cor unica bobina papel kart largura prematura,3,0,0,0,0,2,0
bobina papel kart cor cor unica bobina papel kart largura prematura rolo metro,3,0,0,0,0,2,0
chapeu aniversario branco papelao tam,3,0,0,0,0,0,0
chapeu aniversario branco papelao tam cor cor unica,3,0,0,0,0,0,0
chapeu aniversario cinza papelao tam,3,0,0,0,0,0,0
chapeu aniversario cinza papelao tam cor cor unica,3,0,0,0,0,0,0
chapeu universo amarelo papelao tam,3,0,0,0,0,0,1
chapeu universo amarelo papelao tam cor cor unica,3,0,0,0,0,0,1
chapeu universo azul claro papel tam,3,0,0,0,0,0,1
chapeu universo azul claro papel tam cor cor unica,3,0,0,0,0,0,1
chapeu universo azul escuro papel tam,3,0,0,0,0,0,1
chapeu universo azul escuro papel tam cor cor unica,3,0,0,0,0,0,1
chapeu universo laranja papelao tam,3,0,0,0,0,0,1
chapeu universo laranja papelao tam cor cor unica,3,0,0,0,0,0,1
chapeu universo ligas papelao tam,3,0,0,0,0,0,1
chapeu universo ligas papelao tam cor cor unica,3,0,0,0,0,0,1
chapeu universo pink papelao tam,3,0,0,0,0,0,1
chapeu universo pink papelao tam cor cor unica,3,0,0,0,0,0,1
chapeu universo preto papel tam,3,0,0,0,0,0,1
chapeu universo preto papel tam cor cor unica,3,0,0,0,0,0,1
chapeu universo rosa papelao tam,3,0,0,0,0,0,1
chapeu universo rosa papelao tam cor cor unica,3,0,0,0,0,0,1
chapeu universo verde esc papel tam,3,0,0,0,0,0,1
chapeu universo verde esc papel tam cor cor unica,3,0,0,0,0,0,1
chapeu universo verde lima papel tam,3,0,0,0,0,0,1
chapeu universo verde lima papel tam cor cor unica,3,0,0,0,0,0,1
chapeu universo vermelho papelao tam,3,0,0,0,0,0,1
chapeu universo vermelho papelao tam cor cor unica,3,0,0,0,0,0,1
cinta papel coche natal,3,0,0,0,0,0,0
cinta papel coche natal cor cor unica,3,0,0,0,0,0,0
junta veado papel,3,0,0,0,0,0,0
papel cinza claro,3,0,0,0,0,0,0
papel cinza claro cor cor unica papel modelo cor cinza claro quantidade pct tipo reciclado,3,0,0,0,0,0,0
papel cinza claro papel modelo cor cinza claro quantidade pct tipo reciclado,3,0,0,0,0,0,0
papel adesivo vinco cor cor unica papel adesivo vinco tamanho,3,0,0,0,0,1,0
papel adesivo vinco tamanho,3,0,0,0,0,1,0
papel adesivo foco natal cor cor unica,3,0,0,0,0,0,0
papel sublime cor cor unica papel medida material prematura grama minimo compra metro rolo,3,0,0,0,0,0,0
papel sublime papel medida material prematura grama minimo compra metro rolo,3,0,0,0,0,0,0
papel sublime unica cor cor unica papel medida material prematura grama minimo compra metro rolo,3,0,0,0,0,0,0
papel cartao pasta quase celulas manta fibras celulas tiras,3,0,0,0,0,0,0
papel cartao pasta quase celulas tiras rolos largura,3,0,0,0,0,1,0
papel calor plus,3,0,0,0,0,0,0
papel copiar,3,0,0,0,0,0,0
papel desenho,3,0,0,0,0,0,0
papel seda branco,3,0,0,0,0,1,0
papel seda unidades,3,0,0,0,0,0,0
papel seda unidades cor branco,3,0,0,0,0,0,0
papel seda branco,3,0,0,0,0,0,0
papel esp grade verde,3,0,0,0,0,0,0
papel esp rede casca,3,0,0,0,0,0,0
papel esp rede linho,3,0,0,0,0,0,0
papel gloss adesivo master cor cor unica papel gloss tamanho apresentacao pacote folhas,3,0,0,0,0,0,0
papel gloss adesivo master papel gloss tamanho apresentacao pacote folhas,3,0,0,0,0,0,0
papel gloss papel grs,3,0,0,0,0,0,0
papel gloss papel grs cor cor unica,3,0,0,0,0,0,0
papel kart folha lisa,3,0,0,0,0,0,0
papel kart folha lisa cor cor unica papel kart aplicacao sublimacao largura prematura tipo folha lisa,3,0,0,0,0,0,0
papel presente,3,0,0,0,0,1,0
papel seda cor branco,3,0,0,0,0,1,0
papel seda xcm cor branco,3,0,0,0,0,1,0
papel sub cor cor unica papel sub bnflex sim metro,3,0,0,0,0,0,0
papel sub papel sub bnflex sim metro,3,0,0,0,0,0,0
papel sub cor cor unica papel sub,3,0,0,0,0,0,0
papel subligloss importa,3,0,0,0,0,0,0
papel subligloss importa cor cor unica,3,0,0,0,0,0,0
papel sul monolucido cor cor unica rolo metro,3,0,0,0,0,0,0
papel sub monolucido rolo metro,3,0,0,0,0,0,0
papel sub monolucido unica cor cor unica rolo metro,3,0,0,0,0,0,0
papel sub point cor cor unica rolo metro largura,3,0,0,0,0,0,0
papel sub point rolo metro largura,3,0,0,0,0,0,0
papel sub point unica cor cor unica rolo metro largura,3,0,0,0,0,0,0
papel sub point cor cor unica,3,0,0,0,0,0,0
papel sub sublime coldre cor cor unica rolo metro,3,0,0,0,0,0,0
papel sulfito folhas,3,0,0,0,0,0,0
papel sulfito folhas cor,3,0,0,0,0,0,0
papel sulfito tam folhas,3,0,0,0,0,0,0
papel sulfito tam folhas cor branco,3,0,0,0,0,0,0
papel sulfito tam folhas cor cor unica,3,0,0,0,0,0,0
papel fique rolo cor cor unica descrito fique rolo lote minimo lote economico leal time dia ten preso fabricante havia,3,0,0,0,0,2,0
placa adesiva papel xcm transparente,3,0,0,0,0,1,0
placa adesiva papel xcm transparente cor cor unica placa adesiva arte escrita papel letra real tam altura largura aplicacao aplicar sob objetos manualmente complemento adesivo plastico transparente,3,0,0,0,0,3,0
placa adesiva papel xcm transparente placa adesiva arte escrita papel letra real tam altura largura aplicacao aplicar sob objetos manualmente complemento adesivo plastico transparente,3,0,0,0,0,3,0
placa mesa papel coche xcm placa material papel coche prematura tamanho,3,0,0,0,0,3,0
placa essa papel coche xcm cor cor unica placa material papel coche prematura tamanho,3,0,0,0,0,3,0
tag alg papel detone saberia cor branco,3,0,0,0,0,0,0
papel sulfito multi papel sulfito multi chame pote folhas,3,0,0,0,0,0,0
papel sulfito reciclar papel sulfito reciclado eco chame pote folhas,3,0,0,0,0,0,0
filme shot clear papel,3,0,0,0,0,0,0
papel folhas marfim,3,0,0,0,0,0,0
papel folhas sala,3,0,0,0,0,0,0
papel folhas amarelo,3,0,0,0,0,0,0
papel folhas azul,3,0,0,0,0,0,0
papel folhas branco,3,0,0,0,0,0,0
papel folhas reciclado,3,0,0,0,0,0,0
papel folhas rosa,3,0,0,0,0,0,0
papel folhas verde,3,0,0,0,0,0,0
papel online filipape,3,0,0,0,0,0,0
papel kart borrar xgr papel,3,0,0,0,0,0,0
papel kart poder metro xxm micro perfura,3,0,0,0,0,0,0
papel kart poder metro micro perfurado,3,0,0,0,0,0,0
papel kart poder cmxgrxm lojas test lider,3,0,0,0,0,1,0
papel kart poder lojas liso,3,0,0,0,0,0,0
papel kart poder xgr kart,3,0,0,0,0,0,0
papel kart poder xgr papel,3,0,0,0,0,0,0
papel kart poder papel,3,0,0,0,0,0,0
papel kart poder cmxgrxm corte lider,3,0,0,0,0,1,0
papel kart poder,3,0,0,0,0,0,0
papel kart poder microperfurado,3,0,0,0,0,0,0
papel poster sublimacao condenhove branco,3,0,0,0,0,0,0
papel pensar bowling mmx branco,3,0,0,0,0,0,0
papel seda branco imp,3,0,0,0,0,0,0
papel seda xcm branco,3,0,0,0,0,1,0
papel seda impresso branco dobrado,3,0,0,0,0,0,0
papel seda impresso branco dor,3,0,0,0,0,0,0
pensar papel cabide triple,3,0,0,0,0,0,0
pensar papel cartao xcm mini cabide,3,0,0,0,0,1,0
pensar papel cartao triple,3,0,0,0,0,0,0
tag xmm papel,3,0,0,0,0,0,0
tag papel,3,0,0,0,0,0,0
tag boa forma live papel,3,0,0,0,0,0,0
tag casual papel kart,3,0,0,0,0,0,0
tag drirelease verde branco papel,3,0,0,0,0,0,0
tag fitness papel vermelho,3,0,0,0,0,0,0
tag fpu papel,3,0,0,0,0,0,0
tag out rosa papel,3,0,0,0,0,0,0
tag rosa papel coche,3,0,0,0,0,0,0
tag verde xmm papel,3,0,0,0,0,0,0
fita adesiva papel crepe branca multa tape,3,0,0,0,0,0,0
fita adesiva papel crepe tratar cor marrom,3,0,0,0,0,0,0
papel sublimatico point,3,0,0,0,0,0,0
acessorio papelao ondulado,3,0,0,0,0,0,0
bloco receituario branco vias papel criativo,3,0,0,0,0,0,0
bobina papel calculadora mmm datapel careca,3,0,0,0,0,0,0
bobina papel cartao ponto,3,0,0,0,0,0,0
bobina papel cartao ponto rolos,3,0,0,0,0,0,0
bobina papel termino metro colin rep caixa,3,0,0,0,0,0,0
bobina papel fax fax point max point,3,0,0,0,0,0,0
caixa papelao tirada,3,0,0,0,0,0,0
caixa papelao tirada onda dupla comum,3,0,0,0,0,0,0
caixa papelao tirada onda dupla,3,0,0,0,0,0,0
fita adesiva papel crepe cor marrom,3,0,0,0,0,0,0
fita adesiva papel crepe branca,3,0,0,0,0,0,0
fita tomada papel tratar,3,0,0,0,0,0,0
papel branco mesma chame rio pin papiro repor,3,0,0,0,0,0,0
papel mesma chame,3,0,0,0,0,0,0
papel menina,3,0,0,0,0,0,0
papel amarelo mesma pilotado,3,0,0,0,0,0,0
papel amarelo mesma folhas chame,3,0,0,0,0,0,0
papel azul mesma folhas chame,3,0,0,0,0,0,0
papel azul mesma folhas chame pilotado,3,0,0,0,0,0,0
papel branco chame,3,0,0,0,0,0,0
papel branco mesma chame rio pin papiro,3,0,0,0,0,0,0
papel cartagena laranja mesma folhas pilotado,3,0,0,0,0,0,0
papel chame,3,0,0,0,0,0,0
papel jamais laranja claro mesma folhas humano,3,0,0,0,0,0,0
papel marido salmao mesma folhas humano,3,0,0,0,0,0,0
papel marfim mesma folhas chame,3,0,0,0,0,0,0
papel plano cinza mesma folhas humano,3,0,0,0,0,0,0
papel reciclado mesma incopy,3,0,0,0,0,0,0
papel rosa mesma folhas chame,3,0,0,0,0,0,0
papel rosa mesma folhas chame pilotado,3,0,0,0,0,0,0
papel verde mesma folhas chame,3,0,0,0,0,0,0
papel verde mesma folhas chame pilotado,3,0,0,0,0,0,0
papel auto adesivo cor branco brilho recorte,3,0,0,0,0,0,0
papel canso branco bloco,3,0,0,0,0,0,0
papel cartao branco prematura pct folhas,3,0,0,0,0,0,0
papel chame oficio xmm,3,0,0,0,0,0,0
papel calor cinza plus unidades,3,0,0,0,0,0,0
papel calor plus cinza unidades,3,0,0,0,0,0,0
papel contacto,3,0,0,0,0,0,0
papel contacto verde bandeira,3,0,0,0,0,0,0
papel coche,3,0,0,0,0,0,0
papel coche branco brilho,3,0,0,0,0,0,0
papel creio amarelo,3,0,0,0,0,0,0
papel creio azul,3,0,0,0,0,0,0
papel creio laranja,3,0,0,0,0,0,0
papel creio verde,3,0,0,0,0,0,0
papel creio vermelho,3,0,0,0,0,0,0
papel seda branco estam digital,3,0,0,0,0,0,0
papel diplomata branco filipaper,3,0,0,0,0,0,0
papel foto brilhante,3,0,0,0,0,0,0
papel fotografico gloss papel maxprint,3,0,0,0,0,0,0
papel kart larga,3,0,0,0,0,0,0
papel moeda dance contingencia anime,3,0,0,0,0,0,0
papel perfurado kart,3,0,0,0,0,0,0
papel junta,3,0,0,0,0,0,0
papel poder pardo,3,0,0,0,0,0,0
papel poster ref branco tapete,3,0,0,0,0,0,0
papel seda vermelho impressao emenda,3,0,0,0,0,1,0
papel sublimatico projecto prensa,3,0,0,0,0,0,0
papel sublimatico semi tratado art,3,0,0,0,0,0,0
papel sublimatico semi tratado subligloss,3,0,0,0,0,0,0
papel verde branco prematura folhas,3,0,0,0,0,0,0
rolo papel esterilizacao cmxmt,3,0,0,0,0,1,0
tag branco coche papel votorantim,3,0,0,0,0,0,0
tag branco coche papel votorantim furo invertido,3,0,0,0,0,0,0
tag rosa claro coche papel votorantim,3,0,0,0,0,0,0
tag vermelho coche papel votorantim,3,0,0,0,0,0,0
tag ben papel coche diametro orc,3,0,1,0,0,0,0
tag preso branco impecavel papel coche,3,0,0,0,0,0,0
tag especiais riachuelo tam papel mono lam,3,0,0,0,0,0,0
tag hangar esquadrilha fumar papel coche cod,3,0,0,0,0,0,0
tag havai lista xcm papel coche orc,3,0,0,0,0,1,0
tag havai papel coche core xcm orc,3,0,0,0,0,1,0
tag lez more xmm papel vegetal orc,3,0,0,0,0,0,0
tag clean coche papel voltorantim,3,0,0,0,0,0,0
tag lnd chapa barriga papel touch foco grama orc,3,0,0,0,0,0,0
tag lnd fdo bege foi dourado papel coche orc,3,0,0,0,0,0,0
tag lnd jean modelagem garantida papel kart,3,0,0,0,0,0,0
tag lnd jean modelagem garanto skin papel kart,3,0,0,0,0,0,0
tag lnd jean mod gar boy friend papel kart corda,3,0,0,0,0,0,0
tag base fdo bege dourado papel supremo orc,3,0,0,0,0,0,0
bobina papel relogio ponto,3,0,0,0,0,0,0
papel branco folhas mesma,3,0,0,0,0,0,0
papel verde branco,3,0,0,0,0,0,0
papel carbono,3,0,0,0,0,0,0
papel dupla face calor set,3,0,0,0,0,0,0
papel especial masterprint verde,3,0,0,0,0,0,0
papel fotografico inkjet gloss,3,0,0,0,0,0,0
papel injecta verde,3,0,0,0,0,0,0
papel inkjet gloss papel folha,3,0,0,0,0,0,0
papel suite colorido chameqinho azul pct,3,0,0,0,0,0,0
papel sulfito chame,3,0,0,0,0,0,0
papel texturizado certificado,3,0,0,0,0,0,0
papel verde branco pct,3,0,0,0,0,0,0
bobina papel cartao ponto mmm,3,0,0,0,0,0,0
cartao ponto papel,3,0,0,0,0,0,0
fita papel kart marrom,3,0,0,0,0,0,0
papel cartao foco vmp,3,0,0,0,0,0,0
papel kart natural com papel pardo,3,0,0,0,0,1,0
papel milimetrado branco,3,0,0,0,0,0,0
papel sulfito mesma folhas,3,0,0,0,0,0,0
mesma papel reciclado,3,0,0,0,0,0,0
mesma papel amarelo repor pct,3,0,0,0,0,0,0
bobina papel alfa teste mod,3,0,0,0,0,0,0
fita crepe fita papel kart,3,0,0,0,0,0,0
folhas papel verde pacote,3,0,0,0,0,0,0
papel mexam pct,3,0,0,0,0,0,0
papel mexam rio,3,0,0,0,0,0,0
papel marca chame resmas,3,0,0,0,0,0,0
papel pilotado,3,0,0,0,0,0,0
papel mesma colorido,3,0,0,0,0,0,0
papel rosa,3,0,0,0,0,0,0
papel salmao,3,0,0,0,0,0,0
papel verde,3,0,0,0,0,0,0
papel canso,3,0,0,0,0,0,0
papel cartao verde sinaleira,3,0,0,0,0,0,0
papel cartao vermelho sinaleira,3,0,0,0,0,0,0
papel seda core sortudas,3,0,0,0,0,0,0
papel empate cona papel empate cona glatfelter dynagridsemelhante papel nova parte normal,3,0,0,0,0,0,0
papel empate cona papel empate cona glatfelter dynagridsemelhante papel nova place normal,3,0,0,0,0,0,0
papel empate especial glatfelter dynagridsemelhante papel empate fibra vidro owenscorning,3,0,0,0,0,0,0
papel clip claro serrilhado,3,0,0,0,0,0,0
papel descaramento tipo kart bobina,3,0,0,0,0,0,0
papel verde azul,3,0,0,0,0,0,0
papel verde branco folha lisa,3,0,0,0,0,0,0
papel verde salmao,3,0,0,0,0,0,0
pasta papel,3,0,0,0,0,0,0
porta talheres papel reciclado,3,0,0,0,0,0,0
selo inteiro papel,3,0,0,0,0,0,0
etiqueta manutencao papel cartao,3,0,0,0,0,0,0
papel cara online branco off papel,3,0,0,0,0,0,0
papel foice meia folha,3,0,0,0,0,0,0
papel sulfito qtd emb,3,0,0,0,0,0,0
saco papel pad confraternizacoes festas,3,0,0,0,0,0,0
velumoide papel guarita,3,0,0,0,0,0,0
papel resmas,3,0,0,0,0,0,0
papel bege pintura papel bege pintura,3,0,0,0,0,0,0
papel sulfito poster,3,0,0,0,0,0,0
papel cartao obras pasta celulas papel cartao out pap cara pastamantas fib celulas,3,0,0,0,0,0,0
etiquetas qualquer especie papel cartao impressas nao outras,3,0,0,0,0,0,0
bobina via papel prematura medidas,3,0,0,0,0,0,0
bobina papel poster tubo,3,0,0,0,0,0,0
etiquetas papel normal largura altura della zebra uso impressora zebra tlp,3,0,0,0,0,2,0
fita adesiva papel cremado tratar opo marca adere,3,0,0,0,0,0,0
fita papel tratar cor marrom fita adesiva papel tratar,3,0,0,0,0,0,0
junta papelao hidraulico teadit,3,0,0,0,0,0,0
obsoleto papel reciclado mesma,3,0,0,0,0,0,0
obsoleto papel tirado iceport folha papel offset core folhas,3,0,0,0,0,2,0
obsoleto papel verde palha tamanho embalagem eles,3,0,0,0,0,0,0
papel branco mesma folhas,3,0,0,0,0,0,0
papel branco mesma folhas copiar,3,0,0,0,0,0,0
papel cor amarela pacote folhas chame,3,0,0,0,0,0,0
papel resmas folhas,3,0,0,0,0,0,0
papelao velumoid tipo guarita,3,0,0,0,0,0,0
papel desenho branco xmm folhas canso,3,0,0,0,0,0,0
papel lembrete branco folhas crime,3,0,0,0,0,0,0
papel lembrete branco colorido folhas xmm papel lembrete crime folhas filicube filhas,3,0,0,0,0,0,0
papel tamanho tipo coche brilho prematura folha,3,0,0,0,0,0,0
papel tirado teconnave tamanho carta oficio,3,0,0,0,0,0,0
