cliente,descricao,ncm,ite_unidade,cat1,cat2,cat3,Nova cat 1,Nova cat 2,Nova cat 3,,
base2,LUVA VAQUETA CONFORTO P/COBERTURA CA 8989 -GG,34022000,UN,MATERIAIS,EPI,LUVAS,Não Classificado,Não Classificado,Não Classificado,,
base2,ELEMENTO CONTATO PARA BOTAO,85389090,PC,MATERIAIS,MATERIAL DE CONSUMO,MATERIAIS ELETRO-ELETRONICOS,Não Classificado,Não Classificado,Não Classificado,,
base2,"BOBINA PAPELAO HIDRAULICO NI2085G 0,015""",68159990,M2,MATERIAIS,MATERIA PRIMA,MP-JUNTAS-MANTA FIBRA CELULOSE,Não Classificado,Não Classificado,Não Classificado,,
base2,PALMILHA NR 35 MARLUVAS,0,UN,MATERIAIS,EPI,UNIFORMES,Não Classificado,Não Classificado,Não Classificado,,
base2,PALMILHA NR 36 MARLUVAS,0,UN,MATERIAIS,EPI,UNIFORMES,Não Classificado,Não Classificado,Não Classificado,,
base2,PALMILHA NR 38 MARLUVAS,0,UN,MATERIAIS,EPI,UNIFORMES,Não Classificado,Não Classificado,Não Classificado,,
base2,PALMILHA NR 39 MARLUVAS,0,UN,MATERIAIS,EPI,UNIFORMES,Não Classificado,Não Classificado,Não Classificado,,
base2,FILTRO DE PAPEL 102 CX C/30 UNID,38089410,UN,MATERIAIS,MATERIAL DE COZINHA,UTENSILIOS DE COZINHA,Não Classificado,Não Classificado,Não Classificado,,
base2,PALMILHA NR 40 MARLUVAS,0,UN,MATERIAIS,EPI,UNIFORMES,Não Classificado,Não Classificado,Não Classificado,,
base2,BOTAO ACIONAMENTO ELETRICO,85365090,PC,MATERIAIS,MATERIAL DE CONSUMO,MATERIAIS ELETRO-ELETRONICOS,Não Classificado,Não Classificado,Não Classificado,,
base2,PALMILHA NR 43 MARLUVAS,0,UN,MATERIAIS,EPI,UNIFORMES,Não Classificado,Não Classificado,Não Classificado,,
base2,FLANGE PARA BOTAO,85389090,PC,MATERIAIS,MATERIAL DE CONSUMO,MATERIAIS ELETRO-ELETRONICOS,Não Classificado,Não Classificado,Não Classificado,,
base2,LUVA PVC,85444900,UN,MATERIAIS,MATERIAL DE CONSUMO,MATERIAIS ELETRO-ELETRONICOS,Não Classificado,Não Classificado,Não Classificado,,
base2,LUVA DE EMENDA,0,UN,MATERIAIS,MATERIAL DE CONSUMO,MATERIAIS ELETRO-ELETRONICOS,Não Classificado,Não Classificado,Não Classificado,,
base2,MACANETA,87082999,UN,MATERIAIS,MATERIAL DE CONSUMO,MATERIAIS P/ MANUT. VEICULOS,Não Classificado,Não Classificado,Não Classificado,,
base2,LUVA VERSATOUCH LATEX CA 24060-9 MARCA ANSELL,40151900,PR,MATERIAIS,EPI,LUVAS,Não Classificado,Não Classificado,Não Classificado,,
base2,LUVA VERSATOUCH LATEX CA 24060-8 MARCA ANSELL,40151900,PR,MATERIAIS,EPI,LUVAS,Não Classificado,Não Classificado,Não Classificado,,
base2,LUVA VERSATOUCH LATEX CA 34060-7 MARCA ANSELL,40151900,PR,MATERIAIS,EPI,LUVAS,Não Classificado,Não Classificado,Não Classificado,,
base2,LUVA MESCLADA FIO ALGODAO/POLIESTER YELING 3040 TM 7 CA31287,34022000,PR,MATERIAIS,EPI,LUVAS,Não Classificado,Não Classificado,Não Classificado,,
base2,LUVA GRAFATEX KEVLAR PUNHO RASPA 20CM CA29612,34022000,PR,MATERIAIS,EPI,LUVAS,Não Classificado,Não Classificado,Não Classificado,,
base2,SERV. DE IMPRESSAO DE HOLERITE ENVELOPADO TAM A5 PAPEL 75GR,0,UN,SERVICOS,SERVICOS,SERVICOS DE RH,Não Classificado,Não Classificado,Não Classificado,,
base2,LUVA LATEX P/ PROCEDIMENTO TAM M CX C/100 SUPERMAX,40151900,CX,MATERIAIS,EPI,LUVAS,Não Classificado,Não Classificado,Não Classificado,,
base2,LUVA LATEX P/ PROCEDIMENTO TAM P CX C/100 SUPERMAX,40151900,CX,MATERIAIS,EPI,LUVAS,Não Classificado,Não Classificado,Não Classificado,,
base2,PALMILHA NR 33 MARLUVAS,0,UN,MATERIAIS,EPI,UNIFORMES,Não Classificado,Não Classificado,Não Classificado,,
base2,PALMILHA NR 34MARLUVAS,0,UN,MATERIAIS,EPI,UNIFORMES,Não Classificado,Não Classificado,Não Classificado,,
base2,PALMILHA NR 37 MARLUVAS,0,UN,MATERIAIS,EPI,UNIFORMES,Não Classificado,Não Classificado,Não Classificado,,
base2,PALMILHA NR 41 MARLUVAS,0,UN,MATERIAIS,EPI,UNIFORMES,Não Classificado,Não Classificado,Não Classificado,,
base2,PALMILHA NR 42 MARLUVAS,0,UN,MATERIAIS,EPI,UNIFORMES,Não Classificado,Não Classificado,Não Classificado,,
base2,LUVA MESCLADA FIO ALGODAO/POLIESTER YELING 3040 TM10 CA31287,34022000,PR,MATERIAIS,EPI,LUVAS,Não Classificado,Não Classificado,Não Classificado,,
base2,SAPATO MARLUVAS 50F61 SRV BID ELAS PT 45 CA 32817,64059000,UN,MATERIAIS,EPI,BOTA/SAPATO,Não Classificado,Não Classificado,Não Classificado,,
base2,LUVA PARA SOLDA,40151900,PR,MATERIAIS,EPI,LUVAS,Não Classificado,Não Classificado,Não Classificado,,
base2,"BOBINA PAPELAO HIDRAULICO NI2085G 0,0175",68159990,M2,MATERIAIS,MATERIA PRIMA,MP-JUNTAS-MANTA FIBRA CELULOSE,Não Classificado,Não Classificado,Não Classificado,,
base2,PAPEL FILTRANTE EM BOBINA FIT-250,48054090,M2,MATERIAIS,MATERIA PRIMA,MP-JUNTAS-MANTA FIBRA CELULOSE,Não Classificado,Não Classificado,Não Classificado,,
base2,PAPEL INDICADO PH,38220090,UN,MATERIAIS,MATERIAL DE CONSUMO,MATERIAIS P/ LABORATORIO,Não Classificado,Não Classificado,Não Classificado,,
base2,LUVA VAQUETA C/PUNHO RASPA JATO 800MMX450MM CA29947,42032900,PR,MATERIAIS,EPI,LUVAS,Não Classificado,Não Classificado,Não Classificado,,
base2,SERVICO DE PAPELARIA,0,UN,SERVICOS,SERVICOS,SERVICOS DIVERSOS,Não Classificado,Não Classificado,Não Classificado,,
base2,CINTO VICSA ERGONOMICO STEELPRO PRETO - G VIC41110,63079090,PC,MATERIAIS,EPI,BOTA/SAPATO,Não Classificado,Não Classificado,Não Classificado,,
base2,LUVA MESCLADA FIO ALGODAO/POLIESTER 5FIOS TAM 9 CA 33248,34022000,PR,MATERIAIS,EPI,LUVAS,Não Classificado,Não Classificado,Não Classificado,,
base2,CANETA MARCACAO DE PECAS PONTA FINA,32159000,UN,MATERIAIS,MATERIAL DE CONSUMO,FERRAMENTAS MANUAIS,Não Classificado,Não Classificado,Não Classificado,,
base2,SUCATA DE PAPELAO,47079000,KG,MATERIAIS,MATERIA PRIMA,MP-DIVERSOS,Não Classificado,Não Classificado,Não Classificado,,
base2,BOTA EXTRA LONGO,64019200,PC,MATERIAIS,EPI,BOTA/SAPATO,Não Classificado,Não Classificado,Não Classificado,,
base2,PALMILHA NR 45 MARLUVAS,0,UN,MATERIAIS,EPI,UNIFORMES,Não Classificado,Não Classificado,Não Classificado,,
base2,MOLDE LUVA DE BORRACHA CMP MOL 199,84807100,UN,MATERIAIS,ATIVO IMOBILIZADO,MAQUINAS E EQUIPAMENTOS,Não Classificado,Não Classificado,Não Classificado,,
base2,"BOBINA PAPELAO HIDRAULICO N2085G 0,007""",68159990,M2,MATERIAIS,MATERIA PRIMA,MP-JUNTAS-MANTA FIBRA CELULOSE,Não Classificado,Não Classificado,Não Classificado,,
base2,CANETA PONTA TOUCH,0,UN,MATERIAIS,MATERIAL DE CONSUMO,SUPRIMENTOS DE INFORMATICA,Não Classificado,Não Classificado,Não Classificado,,
base2,LUVA EPITEC 413 T09 TRICOTADA AZUL REBARBACAO CA 32812,61161000,PR,MATERIAIS,EPI,LUVAS,Não Classificado,Não Classificado,Não Classificado,,
base2,LUVA VOLK NITR. AZ SENSIVOLK CANO MEDIO T8 (M) CA 17129,40151900,CX,MATERIAIS,EPI,LUVAS,Não Classificado,Não Classificado,Não Classificado,,
base2,LUVA VOLK NITRILICA AZ SENSIVOLK CANO MEDIO PLUS T10 CA17129,40151900,CX,MATERIAIS,EPI,LUVAS,Não Classificado,Não Classificado,Não Classificado,,
base2,LUVA VOLK LATEX RANHURADA CANO LONGO TAM  G CA 15100,40151900,UN,MATERIAIS,EPI,LUVAS,Não Classificado,Não Classificado,Não Classificado,,
base2,SAPATO MARLUVAS 50F61 SRV BID ELAS PT 48 CA 32817,64059000,PR,MATERIAIS,EPI,BOTA/SAPATO,Não Classificado,Não Classificado,Não Classificado,,
base2,PAPELAO HIDR. NA1002-E 1500X1600X1MM,68159990,M2,MATERIAIS,MATERIA PRIMA,MP-JUNTAS-MANTA FIBRA CELULOSE,Não Classificado,Não Classificado,Não Classificado,,
base2,"BOBINA PAPELAO HIDRAULICO NI2085G 0,0115",68159990,M2,MATERIAIS,MATERIA PRIMA,MP-JUNTAS-MANTA FIBRA CELULOSE,Não Classificado,Não Classificado,Não Classificado,,
base3,PORTA CANETA FUME TRIPLO,,UN,MATERIAIS,EXPEDIENTE,ACESSORIOS,Não Classificado,Não Classificado,Não Classificado,,
base3,BATERIA LITHIUM BOTAO,,UN,MATERIAIS,MANUTENÇAO,MATERIAIS ELETRICOS,Não Classificado,Não Classificado,Não Classificado,,
base3,LUVA P/ ELETRODUTO BRANCO 1/2 POLEGADA 2 UNID,,UN,MATERIAIS,MANUTENÇAO,FERRAMENTAS ELETRICAS,Não Classificado,Não Classificado,Não Classificado,,
base3,CANETA CORRETIVA,,UN,MATERIAIS,EXPEDIENTE,ACESSORIOS,Não Classificado,Não Classificado,Não Classificado,,
base3,FRAGMENTADORA DE PAPEL - TRITURARE 24 FOLHAS CORTE EM TIRAS,,UN,MATERIAIS,EXPEDIENTE,ACESSORIOS,Não Classificado,Não Classificado,Não Classificado,,
base3,CORTE DE PAPEL EM TAMANHO ESPECIFICO - REEBSO,,PCT,SERVIÇOS,TERCEIRIZAÇAO,SERVIÇOS GRAFICOS,Não Classificado,Não Classificado,Não Classificado,,
base3,CAIXA DE PAPELAO,,UN,MATERIAIS,BRINDES EM GERAL,BRINDES PERSONALIZADOS,Não Classificado,Não Classificado,Não Classificado,,
base3,BOTA DE BORRACHA N 37,,UN,MATERIAIS,PROTEÇAO PESSOAL,EPI'S,Não Classificado,Não Classificado,Não Classificado,,
base3,BOTA DE PVC COM AMARRA,,PC,MATERIAIS,PROTEÇAO PESSOAL,EPI'S,Não Classificado,Não Classificado,Não Classificado,,
base3,BOTA DE B0RRACHA N 34,,UN,MATERIAIS,PROTEÇAO PESSOAL,EPI'S,Não Classificado,Não Classificado,Não Classificado,,
base3,BOTA DE BORRACHA N 35,,UN,MATERIAIS,PROTEÇAO PESSOAL,EPI'S,Não Classificado,Não Classificado,Não Classificado,,
base3,BOTA DE BORRACHA N 36,,UN,MATERIAIS,PROTEÇAO PESSOAL,EPI'S,Não Classificado,Não Classificado,Não Classificado,,
base3,FILTRO DE PAPEL 103,,UN,MATERIAIS,COPA E COZINHA,PRODUTOS DESCARTAVEIS,Não Classificado,Não Classificado,Não Classificado,,
base3,PORTA COPO DE PAPEL RENDADO 10CM C/100,,UN,MATERIAIS,COPA E COZINHA,PRODUTOS DESCARTAVEIS,Não Classificado,Não Classificado,Não Classificado,,
base3,CARTOES 1X0 COR DE IMPRESSAO EM PAPEL OFF SET 120G,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base3,"PAPEL CERTIFICADO 21X29,7CM OFF SET 180G SEM IMPRESSAO",,PCT,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base3,"CARTOES PRESID. MED. 16,4X11,5CM, PAPEL OFF-SET 240G, 1X0 CO",,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base3,"SELO AUTENTICIDADE TAM. 8X2CM, 4X0CORESPAPEL ADESIVO FOSCO",,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base3,CANETA ESFEROGRÁFICA EM ALUMÍNIO COM MECANISMO TWIST E CLIPE,,UN,MATERIAIS,EXPEDIENTE,ACESSORIOS,Não Classificado,Não Classificado,Não Classificado,,
base3,CANETA METAL DE PINTURA FOSCA,,UN,MATERIAIS,EXPEDIENTE,ACESSORIOS,Não Classificado,Não Classificado,Não Classificado,,
base3,BOTA DE BORRACHA N 39,,UN,MATERIAIS,PROTEÇAO PESSOAL,EPI'S,Não Classificado,Não Classificado,Não Classificado,,
base3,BOTA DE BORRACHA N 40,,UN,MATERIAIS,PROTEÇAO PESSOAL,EPI'S,Não Classificado,Não Classificado,Não Classificado,,
base3,BOTA DE BORRACHA N 41,,UN,MATERIAIS,PROTEÇAO PESSOAL,EPI'S,Não Classificado,Não Classificado,Não Classificado,,
base3,LUVA DE PROTECAO PRETAL,,UN,MATERIAIS,PROTEÇAO PESSOAL,EPI'S,Não Classificado,Não Classificado,Não Classificado,,
base3,LUVA DE SEGURANCA DE RASPA,,UN,MATERIAIS,PROTEÇAO PESSOAL,EPI'S,Não Classificado,Não Classificado,Não Classificado,,
base3,LENÇO DE PAPEL,,PCT,MATERIAIS,COPA E COZINHA,PRODUTOS DESCARTAVEIS,Não Classificado,Não Classificado,Não Classificado,,
base3,BOTAO CONTROL ID DE SAIDA NO TOUCH BOT/PROX,,UN,MATERIAIS,SEGURANÇA,FECHADURAS ELETRÔNICAS,Não Classificado,Não Classificado,Não Classificado,,
base3,LUVA NITRILICA M,,UN,MATERIAIS,PROTEÇAO PESSOAL,PROTEÇAO PESSOAL,Não Classificado,Não Classificado,Não Classificado,,
base3,LUVA NITRILICA G,,UN,MATERIAIS,PROTEÇAO PESSOAL,PROTEÇAO PESSOAL,Não Classificado,Não Classificado,Não Classificado,,
base3,LUVA CIRURGICA DE VINIL C/PO - CAIXA C/100 UN,,CX,MATERIAIS,PROTEÇAO PESSOAL,PROTEÇAO PESSOAL,Não Classificado,Não Classificado,Não Classificado,,
base3,LUVA DESCATAVEL VINIL OU LATEX TRANSPARENTE,,CX,MATERIAIS,COPA E COZINHA,PRODUTOS DESCARTAVEIS,Não Classificado,Não Classificado,Não Classificado,,
base3,PAPEL TOALHA BOBINA MEDIDA 20CM X 200 SUPREMA,,PCT,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base3,"PAPEL HIGIENICO NEVE INTER FOLHADO 21,5X11CM",,CX,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base3,PAPEL HIGIENICO F.DUPLA C/64RLS CHARME FARDO,,FD,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base3,KIT ELETRICISTA COM MULTIMETRO DIGITAL E CANETA TESTE,,UN,MATERIAIS,INFORMATICA,SUPRIMENTOS,Não Classificado,Não Classificado,Não Classificado,,
base3,LUVA ROXA,,UN,MATERIAIS,PROTEÇAO PESSOAL,PROTEÇAO PESSOAL,Não Classificado,Não Classificado,Não Classificado,,
base3,"PAPEL TOALHA INTER FOLHADO FOLHA DUPLA 21,5 X 22,2CM",,CX,MATERIAIS,LIMPEZA,PRODUTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base3,"PAPEL CERTIFICADO 21X29,7CM OFF SET 180G NA COR AZUL OAB ESA",,PCT,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base3,LUVA PLASTICA DESCATAVEL TRANSPARENTE,,CX,MATERIAIS,COPA E COZINHA,PRODUTOS DESCARTAVEIS,Não Classificado,Não Classificado,Não Classificado,,
base3,"PAPEL TIMBRADO21X29,7CM, 4X0 CORES,120GR",,PCT,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base3,DISPENSER PARA TOALHA DE PAPEL,,UN,MATERIAIS,LIMPEZA,EQUIPAMENTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base3,DISPENSER PARA PAPEL HIGIENICO,,UN,MATERIAIS,LIMPEZA,EQUIPAMENTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base3,PORTA COPO DE AGUA COM BOTAO,,PCT,MATERIAIS,LIMPEZA,EQUIPAMENTOS DE LIMPEZA,Não Classificado,Não Classificado,Não Classificado,,
base3,LUVA NITRILICA P,,UN,MATERIAIS,PROTEÇAO PESSOAL,PROTEÇAO PESSOAL,Não Classificado,Não Classificado,Não Classificado,,
base3,BOTAO DE ACIONAMENTO,,UN,MATERIAIS,MANUTENÇAO,MATERIAIS EM GERAL,Não Classificado,Não Classificado,Não Classificado,,
base3,PAPEL HIGIENICO FOLHA DUPLA 20X60,,PCT,MATERIAIS,BRINDES EM GERAL,BRINDES PERSONALIZADOS,Não Classificado,Não Classificado,Não Classificado,,
base3,MARCADOR DE MESA EM PAPEL PERSONALIZADO,,UN,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base3,"PASTA ESA MED. 31,6X46CM, PAPEL TRIPLEX 250G. VINCADA, IMPR",,PCT,MATERIAIS,MATERIAIS GRAFICOS,MATERIAIS GRÁFICOS,Não Classificado,Não Classificado,Não Classificado,,
base3,"GUARDANAPOS DE PAPEL DE 29,5CM X 29,5CM COM 50 UNIDADES",,PCT,MATERIAIS,COPA E COZINHA,PRODUTOS DESCARTAVEIS,Não Classificado,Não Classificado,Não Classificado,,
base4,LUVA DE REDUCAO GALV. 1 1/2 X 1 1/4,73071990,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,LUVA FOFO ROSCAVEL 1/2 GALV.,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,CHAVE SELETORA PEQUENA A22-RWKIV - BASE ACIONAMENTO P/ BOTAO,85389090,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,BOTAO POTENCIOMENTRO KNOB REF. AD209,85299090,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,LUVA DELTA PLUS COM REVESTIMENTO PU,39269090,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,CINTO DE POSICIONAMENTO - ELETRICISTA,87089990,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,LUVA EM PVC 3/3,39172300,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,REFIL DE CANETA ESFEROGRAFICA,84829111,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,CANETA SIMPLES,96081000,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,TRAVA HELIC. D.60/71 (BOTA SILO),73023000,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,PAPEL CART. 180 G OPALINE BRANCO 50 FLS OFF PAPER,48025810,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,LUVA DE TRANSICAO EF 63X2 RF (BSP),39174090,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,CONJ. BOTA GALV. D.75/D.100 DUPLA DO SIST. PESAGEM MACHO/FEMEA,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,KIT EIXO BOTA SILO D.75MM C/ FLANGE D.100MM SIST. PESAGEM MACHO/FEMEA,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,BOTA GALV. D.75/D.100 DUPLA DO SIST. PESAGEM MACHO/FEMEA,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,KIT EIXO BOTA SILO D.55 SEM ABRAC.,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,LUVA CORRER SOLDAVEL 50,39174090,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,BOTINA DE SEGURANCA BIQUEIRA PVC MARLUVAS TAMANHO 43 (CA 43377),64034000,P,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,LUVA SOLDAVEL 50,39174090,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,CAIXA PAPELAO ARQUIVO MORTO,48191000,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,LUVA ROSCAVEL 2PVC,39174090,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,SCANNER - CANETA OTICA DL2 ID INCLUSO CABO (2_0100_001),85159000,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,CONJ CHAVE FECHO MACANETA T COM LINGUETA,84799090,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,LUVA PROTECAO MECANICA NYLON NITRILICA TAMANHO 10 (HYFLEX 11840 ANSELL) (CA33392840 ANSELL) (CA33392),61161000,P,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,LUVA REDUCAO SOLDAVEL 32X25,39174090,PC,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,BOTA METAL. SILO D.90 SIMPLES S/EIXO COMP.,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,"BOTA SILO D.90 SIMPLES (EIXO 46,3) COMP.",84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,LUVA DE SEGURANCA CONTRA AGENTES MECANICOS,62160000,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,KIT EIXO BOTA SILO D.55,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,CONJ. BOTA METAL. D.55 DUPLA C/EIXO,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,BOTA METAL. SILO D.55 SIMPLES C/EIXO COMP.,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,BOTA METAL. SILO D.75 DUPLA C/EIXO COMP.,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,BOTA METAL. SILO D.75 DUPLA S/EIXO COMP.,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,BOTA METAL. SILO D.75 SIMPLES C/EIXO COMP.,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,BOTA METAL. SILO D.75 SIMPLES S/EIXO COMP.,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,LUVA DE VAQUETA,42032900,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,BOTAO PULSADOR (CSW-BD-WH) (WEG-12884105),85365090,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,LUVA MULTITATO,39262000,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,LUVA DE LATEX SANRO,40151900,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,CONJ. BOTA METAL. D.75 DUPLA C/EIXO,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,"PAPEL KRAFT 1,20M",48191000,PC,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,KIT EIXO BOTA SILO D.75,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,LUVA GALVANIZADA LEVE 1/2,73071920,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,HASTE APERTO P/ADAPTADOR BOTA SILO,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,PROTECAO TAMPA SUP. BOTA SILO,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,TAMPA SUPER. BOTA SILO,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
base4,ESPACADOR BOTA METAL. SILO,84369100,UNID,NÃO CATEGORIZADO,NÃO CATEGORIZADO,NÃO CATEGORIZADO,Não Classificado,Não Classificado,Não Classificado,,
