descricao,Categoria
Luva Vinil Danny CA 21120,Epi
Luva Volk Nitril FULL Latex Nitrilico Preto Tam. EG CA. 25280,Epi
Luva Volk Nitril FULL Latex Nitrilico Preto Tam. G CA. 25280,Epi
Luva Volk Nitril FULL Latex Nitrilico Preto Tam. M CA. 25280,Epi
LUVA LATEX BRANCO PROCEDIMENTO HOSPITALAR TAMANHO G (100 UNIDADES POR CAIXA),Epi
LUVA LATEX BRANCO PROCEDIMENTO HOSPITALAR TAMANHO M (100 UNIDADES POR CAIXA),Epi
'LUVA PVC COLA ROSCA 32MM X 1''''',Epi
LUVA PVC SOLDAVEL DE 25MM,Epi
LUVA SEG ANTICORTE PALMA POLIURETANO PUNHO TRICOTADO TAM.GG REF: EDGE 48701 (C.A.33859),Epi
LUVA SEG ANTICORTE PALMA POLIURETANO PUNHO TRICOTADO TAM.G REF: EDGE 48701 (C.A.33859),Epi
LUVA SEG ANTICORTE PALMA POLIURETANO PUNHO TRICOTADO TAM.M REF: EDGE 48701 (C.A.33859),Epi
LUVA SEG ANTIVIBRACAO EM FIBRA NATURAIS MOD.GORILA VOLK TAM.9 REF.VOLK DO BRASIL CA.38257,Epi
LUVA SEG. CANAVIEIRA GRAFATEX 3 FIOS C/6 CABOS ACO DORSO CANHOTO/DESTRO COURO 15CM CA.21164 REPTEC,Epi
LUVA SEG CANAVIEIRA GRAFATEX 3 FIOS PALMA TOTAL PIGMENTADA PUNHO MALHA 7CM (C.A.21164) REF. REPTEC,Epi
LUVA SEG ISOLANTE DE BORRACHA PRETA CLASSE 00 TIPO II 05KV TAM. 10 (254MM) REF: ORION,Epi
LUVA SEG ISOLANTE DE BORRACHA PRETA CLASSE 00 TIPO II 05KV TAM. 9.1/2 (241MM) REF: ORION,Epi
LUVA SEG ISOLANTE DE BORRACHA PRETA CLASSE 00 TIPO II 05KV TAM. 9 (229MM) REF: ORION,Epi
LUVA SEG MOTOSSERRISTA COURO/VAQUETA PUNHO 6CM TAMANHO 9 REF.TECMATER 25636,Epi
LUVA SEGURANCA BORRACHA ALTA VOLTAGEM 34000 V,Epi
LUVA SEGURANCA CANO CURTO FORRADA PVC,Epi
LUVA SEGURANCA EM NYLON COM POLIURETANO E PUNHO PLASTICO MOD.FLEXTACTIL MOD. DANNY CA.29014 REF. DVS,Epi
LUVA SEGURANCA LATEX NEOPRENE ANTIDESLIZANTE PALMAS TAM. G REF: VOLK DO BRASIL,Epi
LUVA SEGURANCA LATEX NEOPRENE ANTIDESLIZANTE PALMAS TAM. M REF: VOLK DO BRASIL,Epi
LUVA SEGURANCA LATEX NEOPRENE ANTIDESLIZANTE PALMAS TAM. P REF: VOLK DO BRASIL,Epi
LUVA SEGURANCA LATEX NEOPRENE ANTIDESLIZANTE PALMAS TAM. XG REF: VOLK DO BRASIL,Epi
LUVA SEGURANCA NITRILON VERDE PARA PLANTIO TAM. G REF: VOLK DO BRASIL,Epi
LUVA SEGURANCA PREVILON PARA PLANTIO REF. ORANGE VOLK DO BRASIL,Epi
LUVA SEGURANCA PVC S/FORRO CANO LONGO 36 CM,Epi
LUVA SEGURANCA TRICOTADA ALGODAO SEM PIGMENTO NA PALMA REF: BT EQUIPAMENTOS,Epi
LUVA ALTA TEMP.300ºC CANO 20CM MANOBRA OLEO TERMICO Nº CI: - PRODUTO/SERVIÇO: LUVA ALTA TEMPERATURA 300ºC CANO 20 CM MANOBRA OLEO TERMICO - C.A.38453 - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: - DESCRIÇÃO COMPLEMENTAR:,Epi
LUVA ALTA TEMPERATURA CANO 40 CM 300°C - C.A.7678 PRODUTO/SERVIÇO: - UTILIZAÇÃO PADRÃO: GERAL - DESCRIÇÃO COMPLEMENTAR: ESTOQUE,Epi
Luva Ansell Azul 36Cm Proteção Química e Líquida CA 26043 Nº CI: - PRODUTO/SERVIÇO: - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
"LUVA BORRACHA ISOLADA ELETRECIDADE 05KV TAMANHO 9 PRODUTO/SERVIÇO: LUVA BORRACHA ISOLADA ELETRECIDADE 05KW/ 25KW - CLASSE 00 TIPOII COMPRIMENTO 14"" - TAMANHO: 9 - C.A.2178 - COD.FG.6667767 - UTILIZAÇÃO PADRÃO: GERAL - STATUS DO CADASTRO: ESTOQUE",Epi
LUVA BORRACHA ISOLADA ELETRECIDADE 170KV CL 02 PRODUTO/SERVIÇO: C.A.29773 COD.FG.6667791 - UTILIZAÇÃO PADRÃO: EPI - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de algodão pigmentada CA 33529 Nº CI: - PRODUTO/SERVIÇO: LUVA DE ALGODAO PIGMENTADA - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de algodão pigmentada Nº CI: - PRODUTO/SERVIÇO: LUVA DE ALGODAO PIGMENTADA - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
LUVA DE COBERTURA TAM. G EM COURO PARA PROTECAO DE LUVAS ISO PRODUTO/SERVIÇO: LUVA DE COBERTURA TAM. 10 EM COURO PARA PROTECAO DE LUVAS C.A.30370 ISOLANTES MARCA: VESTI PELLI - UTILIZAÇÃO PADRÃO: EPI - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de fibra sintética com 6 Fios de Aço Tam G CA 33020 Nº CI: - PRODUTO/SERVIÇO: LUVA DE FIBRA SINTÉTICA COM SEIS FIOS DE AÇO G CA 33020 - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de Látex Nitrílica G CA 25.313 Nº CI: - PRODUTO/SERVIÇO: - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de Látex Nitrílica M CA 25.313 Nº CI: - PRODUTO/SERVIÇO:Luva de Látex Nitrílica M CA 25.313 - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de Látex Nitrílica P CA 25.313 Nº CI: - PRODUTO/SERVIÇO: - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de Latex Verde Tamanho G Nitrilica Nº CI: - PRODUTO/SERVIÇO: - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de latex verde tamanho M nitrilica Nº CI: - PRODUTO/SERVIÇO: - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de latex verde tamanho P nitrilica Nº CI: - PRODUTO/SERVIÇO: - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de malha 4 fios de aço tamanho G Nº CI: - PRODUTO/SERVIÇO: LUVA DE MALHA 4 FIOS DE AÇO TAMANHO G - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de motorneiro Nº CI: - PRODUTO/SERVIÇO: LUVA DE MOTORNEIRO - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
LUVA DE PROCEDIMENTO CONFECCIONADA EM BORRACHA TAMANHO 7 PRODUTO/SERVIÇO: LUVA DE PROCEDIMENTO CONFECCIONADA EM BORRACHA NITRÍLICA AZUL TAMANHO 7- CA 42979 - UTILIZAÇÃO PADRÃO: GERAL - STATUS DO CADASTRO: ESTOQUE,Epi
LUVA DE PROCEDIMENTO CONFECCIONADA EM BORRACHA TAMANHO 8 PRODUTO/SERVIÇO: LUVA DE PROCEDIMENTO CONFECCIONADA EM BORRACHA NITRÍLICA AZUL TAMANHO M/8 -CA 42979 - UTILIZAÇÃO PADRÃO: GERAL - STATUS DO CADASTRO: ESTOQUE,Epi
LUVA DE PROCEDIMENTO CONFECCIONADA EM BORRACHA TAMANHO 9 PRODUTO/SERVIÇO: LUVA DE PROCEDIMENTO CONFECCIONADA EM BORRACHA NITRÍLICA AZUL TAMANHO 9- CA 42979 - UTILIZAÇÃO PADRÃO: GERAL - STATUS DO CADASTRO: ESTOQUE,Epi
Luva de proteção poliuretano Nº CI: - PRODUTO/SERVIÇO: (eletrica) - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de Proteção (Poliuretano) T. 8 CA 29014 Nº CI: - PRODUTO/SERVIÇO:Luva de Proteção (Poliuretano) T.8 CA 29014 - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de Proteção (Poliuretano) T. 9 CA 29014 Nº CI: - PRODUTO/SERVIÇO:Luva de Proteção (Poliuretano) CA 29014 - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de PVC Áspera Grossa Cano Comprido CA 26514 Nº CI: - PRODUTO/SERVIÇO: Luva de PVC Áspera Grossa Cano Comprido - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de PVC aspera grossa cano curto CA 41.460 Nº CI: - PRODUTO/SERVIÇO: - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de PVC Áspera Grossa Cano Curto CA 42320 c/Reforço Nº CI: - PRODUTO/SERVIÇO: - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de pvc cano comprido aspera grossa 36 cm (par) Nº CI: - PRODUTO/SERVIÇO: LUVA DE PVC CANO COMPRIDO (PAR) - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de pvc cano curto aspera grossa 26 cm (par) Nº CI: - PRODUTO/SERVIÇO: LUVA DE PVC CANO CURTO (PAR) - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
LUVA DE PVC PALMA LISA CANO 56CM - C.A.41460 PRODUTO/SERVIÇO: - UTILIZAÇÃO PADRÃO: EPI - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de Raspa Cano Comprido CA 9295 Nº CI: - PRODUTO/SERVIÇO:Luva de Raspa Cano Comprido - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de raspa cano comprido (par) Nº CI: - PRODUTO/SERVIÇO: LUVA DE RASPA CANO COMPRIDO (PAR) - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de raspa Cano Curto CA 9295 Nº CI: - PRODUTO/SERVIÇO:Luva de raspa Cano Curto - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de raspa cano curto (par) Nº CI: - PRODUTO/SERVIÇO: LUVA DE RASPA CANO CURTO (PAR) - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de Raspa (Petroleira) G CA 9295 Nº CI: - PRODUTO/SERVIÇO:Luva de Raspa (Petroleira) G - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de Raspa (Petroleira) M CA 9295 Nº CI: - PRODUTO/SERVIÇO:Luva de Raspa (Petroleira) M - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de Raspa (Petroleira) P CA 9295 Nº CI: - PRODUTO/SERVIÇO: Luva de Raspa (Petroleira) P - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de Raspa (Petroleira) PP CA 9295 Nº CI: - PRODUTO/SERVIÇO:Luva de Raspa (Petroleira) PP - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de raspa petroleira tamanho G Nº CI: - PRODUTO/SERVIÇO: LUVA DE RASPA PETROLEIRA TAM. (G) - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de raspa petroleira tamanho P (P-8) Nº CI: - PRODUTO/SERVIÇO:LUVA DE RASPA PETROLEIRA TAM. P (P - 8) - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de raspa petroleira tamanho PP (P-7) Nº CI: - PRODUTO/SERVIÇO: LUVA DE RASPA PETROLEIRA TAM. PP (P-7) - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de Vaqueta (Mista) CA 18772 Nº CI: - PRODUTO/SERVIÇO: - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de vaqueta mista Nº CI: - PRODUTO/SERVIÇO: LUVA DE VAQUETA MISTA - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de Vaqueta (Pura) CA 12459 Nº CI: - PRODUTO/SERVIÇO: Luva de Vaqueta (Pura) - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva de vaqueta pura Nº CI: - PRODUTO/SERVIÇO: LUVA DE VAQUETA PURA - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva Gladiador CA 8082 Cor:Azul c/Branca Tam:G (9) Nº CI: - PRODUTO/SERVIÇO - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
LUVA GRIP VOLK TAMANHO 10 - C.A.18007 PRODUTO/SERVIÇO: - MARCA - VOLK - UTILIZAÇÃO PADRÃO: - DESCRIÇÃO COMPLEMENTAR:,Epi
LUVA GRIP VOLK TAMANHO 7 C.A.18007  PRODUTO/SERVIÇO: LUVA GRIP VOLK TAMANHO 7 - C.A.18007  - UTILIZAÇÃO PADRÃO: GERAL - STATUS DO CADASTRO: ESTOQUE,Epi
LUVA GRIP VOLK TAMANHO 8 - C.A.18007 PRODUTO/SERVIÇO: - MARCA - VOLK - UTILIZAÇÃO PADRÃO: EPI - DESCRIÇÃO COMPLEMENTAR:,Epi
LUVA GRIP VOLK TAMANHO 9 - C.A.18007 Nº CI: - PRODUTO/SERVIÇO: - LUVA PREVILON TAMANHO 9 - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva hidrafil AF60 (Luva para acoplamento) Nº CI: - PRODUTO/SERVIÇO: LUVA HIDRAFIL AF60 (LUVA PARA ACOPLAMENTO) - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva hidrafil AP60 para acoplamento Nº CI: - PRODUTO/SERVIÇO: - ) - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva Isolante 30.000 V Classe 3 CA:29772 Nº CI: - PRODUTO/SERVIÇO: Luva Isolante 30.000 V Classe 3 - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
LUVA LATEX NEOPRENE TAMANHO G C.A.16779 PRODUTO/SERVIÇO: LUVA LATEX NEOPRENE TAMANHO G/9 - C.A.16779 - MARCA - VOLK - UTILIZAÇÃO PADRÃO: GERAL - STATUS DO CADASTRO: ESTOQUE,Epi
LUVA LATEX NEOPRENE TAMANHO M - C.A.16779 PRODUTO/SERVIÇO: - MARCA - VOLK - UTILIZAÇÃO PADRÃO: EPI - DESCRIÇÃO COMPLEMENTAR:,Epi
LUVA LATEX NEOPRENE TAMANHO P - C.A.16779 PRODUTO/SERVIÇO: - UTILIZAÇÃO PADRÃO: EPI - DESCRIÇÃO COMPLEMENTAR:,Epi
LUVA MALHA EMBORRACHADA COM PIGMENTOS CA 34491 TAMANHO 9 PRODUTO/SERVIÇO: LUVA DE MALHA EMBORRACHADA COM PIGMENTOS - CA 34491 - TAMANHO: 9 - UTILIZAÇÃO PADRÃO: GERAL - DESCRIÇÃO COMPLEMENTAR: ESTOQUE,Epi
Luva Nitrilica Contra Risco Biológicos Tam G Caixa 100 ud CA Nº CI: - PRODUTO/SERVIÇO: 39268 - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva Nitrilica Contra Risco Biológicos Tam P Caixa 100 ud CA Nº CI: - PRODUTO/SERVIÇO: 39268 - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva orangeflex Nº CI: - PRODUTO/SERVIÇO: Luva Orangeflex - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva para alta temperatura CA 17158 Nº CI: - PRODUTO/SERVIÇO: LUVA PARA ALTA TEMPERATURA CA 17158 - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva para alta temperatura Nº CI: - PRODUTO/SERVIÇO: LUVA PARA ALTA TEMPERATURA - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva para Motosserrista 02 Dedos Nº CI: - PRODUTO/SERVIÇO: LUVA PARA MOTOSSERRISTA 02 DEDOS - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva para motosserrista Nº CI: - PRODUTO/SERVIÇO: LUVA PARA MOTOSSERRISTA - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
LUVA PARA TEMPERATURA SINT/AZUL TAMANHO 10 CA 44673 PRODUTO/SERVIÇO: - UTILIZAÇÃO PADRÃO: EPI - STATUS DO CADASTRO: APLICAÇÃO DIRETA,Epi
LUVA PARA TEMPERATURA SINT/AZUL TAMANHO 9 CA 44673 PRODUTO/SERVIÇO: - UTILIZAÇÃO PADRÃO: EPI - STATUS DO CADASTRO: APLICAÇÃO DIRETA,Epi
Luva p/Motosserrista c/5 Dedos Marca Tecmater C.A 25636. Nº CI: - PRODUTO/SERVIÇO: Luva para motosserrista c/5 Dedos Marca Tecmater C.A 25636. - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
LUVA POLIURETANO TAMANHO 10 - C.A.30916 / C.A.29014 PRODUTO/SERVIÇO: - MARCA - DANNY - UTILIZAÇÃO PADRÃO: EPI - DESCRIÇÃO COMPLEMENTAR:,Epi
LUVA POLIURETANO TAMANHO 7 C.A.30916/ C.A.29014 PRODUTO/SERVIÇO: LUVA POLIURETANO TAMANHO 7 - C.A.30916 / C.A.29014  - UTILIZAÇÃO PADRÃO: GERAL - STATUS DO CADASTRO: ESTOQUE,Epi
LUVA POLIURETANO TAMANHO 8 - C.A.30916 / C.A.29014 PRODUTO/SERVIÇO: LUVA POLIURETANO TAMANHO 8 - C.A.30916 VOLK / C.A.29014 - MARCA - DANNY - UTILIZAÇÃO PADRÃO: EPI - DESCRIÇÃO COMPLEMENTAR:,Epi
LUVA POLIURETANO TAMANHO 9 - C.A.30916 / C.A.29014 PRODUTO/SERVIÇO: - MARCA - DANNY - UTILIZAÇÃO PADRÃO: EPI - DESCRIÇÃO COMPLEMENTAR:,Epi
LUVA PRO THERMIC CURTA TAM. G PRODUTO/SERVIÇO: (10) - C.A. 40.662 - MARCA: SOS SUL - REF.1122503 - - UTILIZAÇÃO PADRÃO: EPI - DESCRIÇÃO COMPLEMENTAR:,Epi
LUVA PRO THERMIC CURTA TAM. M PRODUTO/SERVIÇO: - C.A. 40.662 - MARCA: SOS SUL - REF.1122503 - UTILIZAÇÃO PADRÃO: EPI - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva PVC 20 Nº CI: - PRODUTO/SERVIÇO: LUVA PVC SOLD 20 - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Hidráulico
Luva PVC 60 De Correr Nº CI: - PRODUTO/SERVIÇO: - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Hidráulico
Luva PVC 60 Nº CI: - PRODUTO/SERVIÇO: LUVA PVC SOLD 60 - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Hidráulico
Luva PVC 75mm Soldável Nº CI: - PRODUTO/SERVIÇO: - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Hidráulico
Luva PVC Sold 25 Nº CI: - PRODUTO/SERVIÇO: LUVA PVC SOLD 25 - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP:Encanamento de àgua em geral da fábrica. - GRS: - DESCRIÇÃO COMPLEMENTAR:,Hidráulico
Luva PVC sold 32 Nº CI: - PRODUTO/SERVIÇO: LUVA PVC SOLD 32 - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Hidráulico
Luva PVC sold 40 Nº CI: - PRODUTO/SERVIÇO: LUVA PVC SOLD 40 - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: Encanamento de àgua em geral. - GRS: - DESCRIÇÃO COMPLEMENTAR:,Hidráulico
Luva PVC Soldavel 50 Nº CI: - PRODUTO/SERVIÇO: Luva PVC Sold 50 - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Hidráulico
Luva Soldador weld smart T. EG - CA. 42917 Nº CI: - PRODUTO/SERVIÇO: - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva solda weld marca volk Nº CI: - PRODUTO/SERVIÇO: LUVA SOLDA WELD - MARCA VOLK - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva (Tricomax) Nº CI: - PRODUTO/SERVIÇO: - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
Luva tricomax (par) Nº CI: - PRODUTO/SERVIÇO: LUVA TRICOMAX (PAR) - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
LUVA TRICOTADA COM FIOS DE ACO GAMILUVA CA 36897 PRODUTO/SERVIÇO: - UTILIZAÇÃO PADRÃO: EPI - DESCRIÇÃO COMPLEMENTAR:,Epi
LUVA VAQUETA MISTA CANO 07 CM - C.A.18772 PRODUTO/SERVIÇO: - UTILIZAÇÃO PADRÃO: - DESCRIÇÃO COMPLEMENTAR:,Epi
MB -luva de borracha A0029980601 Nº CI: - PRODUTO/SERVIÇO: - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:,Epi
OBSOLETO LUVA ISOLANTE ORION ELETRICISTA CLASSE 2 T:10 CA: 2 PRODUTO/SERVIÇO: 9773 - UTILIZAÇÃO PADRÃO: EPI - DESCRIÇÃO COMPLEMENTAR:,Epi
OBSOLETO LUVA NOVAX ALTA TENSAO CL2 20KV USO ATE 17.000VOLTS Nº CI: - PRODUTO/SERVIÇO: TAM 10 CA33207 - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: ELETRICA - DESCRIÇÃO COMPLEMENTAR: APLICACAO DIRETA,Epi
