frase_quantidade
"LUVA, Quantidade: 9"
"BOBINA DE PAPEL TERMICO 80MM X 40M 1 VIA PARA IMPRESSORA TERMICA, Quantidade: 2"
"USO ME PAPEL A4 SULFORMS PICOTE P/DANFE C/500, Quantidade: 2"
"USO ME PAPEL A4 SULFORMS PICOTE P/DANFE, Quantidade: 2"
"USO ME PAPEL A4 CHAMEX BRANCA C/500 FOLHAS, Quantidade: 2"
"USO ME PAPEL A4 CHAMEX AMAR.C/500 FOLHAS, Quantidade: 2"
"PAPEL RECOBRIDORA PADRAO IMBUIA 160G/M2-128MM, Quantidade: 2"
"PAPEL RECOBRIDORA BRANCO FOSCO PLM 360 230 MM, Quantidade: 2"
"PAPEL RECOBRIDORA BRANCO FOSCO PLM 360 180 MM (NAO REPOR), Quantidade: 2"
"PAPEL MELAMINICO PADRAO TANGANICA 160G 95 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO TANGANICA 160 G - 85 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO TANGANICA 160G 75 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO TANGANICA 160 G - 290 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO TANGANICA 160 G - 270 MM (FCS-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO TANGANICA 160 G - 250 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO TANGANICA 160 G - 230 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO TANGANICA 160 G - 210 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO TANGANICA 160 G - 190 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO TANGANICA 160 G - 170 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO TANGANICA 160 G - 130 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO TANGANICA 160G - 125 MM, Quantidade: 2"
"PAPEL RESINADO BRANCO FOSCO PLM 360 90 MM, Quantidade: 2"
"REVESTIMENTO PAPEL MELAMINICO CAPUCCINO 635 MM X 032 MM JUMBO (ROLO 3175 M2), Quantidade: 2"
"CAIXA DE PAPELAO CORACAO C/ TELA (235X165X75CM), Quantidade: 2"
"PAPEL SEDA LISO VERMELHO 49X69CM C 50, Quantidade: 2"
"USO ME PAPEL A4 C/500 FOLHAS, Quantidade: 2"
"SACO DE PAPEL KRAFT 1KG C/500, Quantidade: 2"
"PAPEL VELUMOIDE, Quantidade: 2"
"PAPEL VELUMOID AM 08 MM BOB FORM, Quantidade: 2"
"PAPEL SEDA NOELLE VERDE 49X69 C50, Quantidade: 2"
"PAPEL SEDA NOELLE BORDO 49X69 C50 UN, Quantidade: 2"
"PAPEL SEDA LISO BRANCO 49X69 CM C50, Quantidade: 2"
"PAPEL CHAMEX A4 OFFICE 75G C/500, Quantidade: 2"
"PAPEL SEDA GLITTER VERMELHO 49X69 C50, Quantidade: 2"
"PAPEL SEDA GLITTER OURO 49X69 C50, Quantidade: 2"
"PAPEL P/JUNTA VOLUMOIDE 08MM, Quantidade: 2"
"PAPEL PARA JUNTA - VONDER, Quantidade: 2"
"PAPEL OPALINE 180G BRANCO FOLHA, Quantidade: 2"
"PAPEL FOTOGRAFICO ADESIVO, Quantidade: 2"
"Industr.Impregnação Papel 65gr - Imbuia ., Quantidade: 2"
"Industr.Impregnação Papel 65gr - Marmo ., Quantidade: 2"
"PAPEL MELAMINICO PADRAO TANGANICA 160 G - 105 MM (FSC-MIX-C119900, Quantidade: 2"
"Industr.Impregnação Papel 77gr - Milano, Quantidade: 2"
"Industr.Impregnação Papel 75gr - Nua - Industr.Impregnação Papel 75gr - Trace T91-71029-037C - Nome/Código Fornecedor: Trace T91-71029-037C - Metalico Claro, Quantidade: 2"
"Industr.Impregnação Papel 75gr - Mangue - Industr.Impregnação Papel 75gr - Unicolor T91-8300-576C - Nome/Código Fornecedor: UNICOLOR T91-8300-576C - Cor Escura, Quantidade: 2"
"Industr.Impregnação Papel 75gr - Jaspe - Industr.Impregnação Papel 75gr - Trace T91-71029-038B - Nome/Código Fornecedor: Trace T91-71029-038B - Metalico Cobre, Quantidade: 2"
"Industr.Impregnação Papel 75gr - Fulgê Industr.Impregnação Papel 65gr - Fulgê, Quantidade: 2"
"Industr.Impregnação Papel 75gr - Elmo Blanco, Quantidade: 2"
"Industr.Impregnação Papel 75gr - Avela. Industr.Impregnação Papel 75gr - Avelã, Quantidade: 2"
"Industr.Impregnação Papel 75gr - Andorra, Quantidade: 2"
"Industr.Impregnação Papel 72gr - Freijó., Quantidade: 2"
"Industr.Impregnação Papel 72-74gr - Azul Petroleo Industr.Impregnação Papel 72-74gr - Azul Petróleo, Quantidade: 2"
"Industr.Impregnação Papel 72-74gr - Areia. Industr.Impregnação Papel 72-74gr - Areia, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Tricotê, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Tijolo Industr.Impregnação Papel 65gr - Tijolo., Quantidade: 2"
"Industr.Impregnação Papel 70gr - Sibéria, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Savana, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Santorini, Quantidade: 2"
"Industr.Impregnação Papel 75gr - Tela Industr.Impregnação Papel 65gr - Tela, Quantidade: 2"
"Industr.Impregnação Papel 77gr - New Cherry, Quantidade: 2"
"Industr.Impregnação Papel 65gr - Ouro ., Quantidade: 2"
"Industr.Impregnação Papel 77gr - Rosa Milkshake, Quantidade: 2"
"MP|Papel Base|1850|Araucaria|68gr/m2|. MP|Papel Base|1850|Araucaria|68gr/m2|, Quantidade: 2"
"MP|Papel Base|1850|Antuerpia|65gr/m2|, Quantidade: 2"
"MP|Papel Base|1850|Antiqua|65gr/m2|, Quantidade: 2"
"MP|Papel Base|1850|Andorra|75gr/m2|, Quantidade: 2"
"MP|Papel Base|1850|Amana|68gr/m2|. MP|Papel Base|1850|Amana|68gr/m2|, Quantidade: 2"
"MP|Papel Base|1850|Alecrim|70gr/m2|, Quantidade: 2"
"MP|Papel Base|1850|Alabama|70gr/m2|, Quantidade: 2"
"MELAMINE PAPER - FOLHAS DE PAPEL BASE 2765X1845MM PRODUTO/SERVIÇO: - UTILIZAÇÃO PADRÃO: TESTE EM ESPELHO DA SESA - DESCRIÇÃO COMPLEMENTAR: APLICACAO DIRETA, Quantidade: 2"
"Industr.Impregnação Papel 90gr - Cobre. Industr.Impregnação Papel 90gr - Cobre, Quantidade: 2"
"Industr.Impregnação Papel 80gr - Terrino - Industr.Impregnação Papel 80gr - 793 Grey - Nome/Código Fornecedor: 793 Grey - Gianduia, Quantidade: 2"
"Industr.Impregnação Papel 80gr - Platina - Industr.Impregnação Papel 80gr - Unimetal 0851-2359 - Nome/Código Fornecedor: UNIMETAL 0851-2359 - Metalico Prateado, Quantidade: 2"
"Industr.Impregnação Papel 80gr - Corten, Quantidade: 2"
"Industr.Impregnação Papel 80gr - Berinjela. Industr.Impregnação Papel 80gr - Berinjela, Quantidade: 2"
"Industr.Impregnação Papel 80gr - Aura - Industr.Impregnação Papel 80gr - Unimetalic A221118571 - Nome/Código Fornecedor: Uni Metalic A22|1118571|00 - Metalico Dourado, Quantidade: 2"
"Industr.Impregnação Papel 77gr - Teka Bianco, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Paris, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Nogal Sevilha, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Nogal Champagne, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Niquel Industr.Impregnação Papel 65gr - Niquel., Quantidade: 2"
"Industr.Impregnação Papel 70gr - Alecrim Industr.Impregnação Papel 65gr - Alecrim., Quantidade: 2"
"Industr.Impregnação Papel 70gr - Alabama, Quantidade: 2"
"Industr.Impregnação Papel 69gr - Freijo Ripado - Nome/Código Fornecedor: Taula T91-71195-017B - Freijó Ripado, Quantidade: 2"
"Industr.Impregnação Papel 68gr - Tecido, Quantidade: 2"
"Industr.Impregnação Papel 68gr - Pau Ferro, Quantidade: 2"
"Industr.Impregnação Papel 68gr - Araucaria, Quantidade: 2"
"Industr.Impregnação Papel 68gr - Amana, Quantidade: 2"
"Industr.Impregnação Papel 65gr - Vesuvio ., Quantidade: 2"
"Industr.Impregnação Papel 65gr - Tecno - Industr.Impregnação Papel 65gr - Chino A22-1118184-00 - Nome/Código Fornecedor: Chino A22|1118184|00 - Metalico Chino, Quantidade: 2"
"Industr.Impregnação Papel 65gr - Tear - Industr.Impregnação Papel 65gr - Textile A22D8001395-00 - Nome/Código Fornecedor: Textile A22D8001395|00 - Tear, Quantidade: 2"
"Industr.Impregnação Papel 65gr - Tauari Ripado - Industr.Impregnação Papel 65gr - Tauari Slot A22D800141000 - Nome/Código Fornecedor: Tauari Slot A22D8001410|00 - Ripado Tauari, Quantidade: 2"
"Industr.Impregnação Papel 65gr - Tauari ., Quantidade: 2"
"Industr.Impregnação Papel 65gr - Quartzo ., Quantidade: 2"
"Industr.Impregnação Papel 65gr - Pretoria, Quantidade: 2"
"Industr.Impregnação Papel 65gr - Pixel. Industr.Impregnação Papel 65gr - Pixel, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Antiqua. Industr.Impregnação Papel 70gr - Antiqua, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Azul Ardosia - Industr.Impregnação Papel 70gr - Unique Colors L214163 - Nome/Código Fornecedor: Unique Colors 6000 - L214163 - Azul, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Baviera, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Gali - Industr.Impregnação Papel 70gr - Trace T91-71029-039A - Nome/Código Fornecedor: Trace T91-71029-039A - Cometa, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Marula - Industr.Impregnação Papel 70gr - Fond 14-90002-133 - Nome/Código Fornecedor: Fond 14-90002-133 - Fendi Matt, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Mageo Mel - Nome/Código Fornecedor: Liam Imbuia 24021 - L 212014 - Mageo Mel, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Mageo Imbuia - Nome/Código Fornecedor: Liam Imbuia 24021 - L 212015 - Mageo Imbuia, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Mageo Carvalho - Nome/Código Fornecedor: Liam Imbuia 24021 - L 213820 - Mageo Carvalho, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Grafite - Linha Aris 2755mm x 1630mm, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Grafite, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Fontana ., Quantidade: 2"
"Industr.Impregnação Papel 70gr - Canovas. Industr.Impregnação Papel 70gr - Canovas, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Fendi, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Erva Mate - Industr.Impregnação Papel 70gr - Fond 1872841 - Nome/Código Fornecedor: Fond 1872841 - Verde, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Cipres. Industr.Impregnação Papel 70gr - Cipres, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Cinza Urban, Quantidade: 2"
"Industr.Impregnação Papel 70gr - Caribe Industr.Impregnação Papel 65gr - Caribe., Quantidade: 2"
"Industr.Impregnação Papel 70gr - Capuccino, Quantidade: 2"
"PAPEL MELAMINICO PADRAO TANGANICA 160G - 115 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO MOGNO 160G/M2-210MM, Quantidade: 2"
"MP|Papel Base|1850|Azul Petróleo|72-74gr/m2|, Quantidade: 2"
"FITA CREMER 702 DE PAPEL CREPADO 50MM X 50M, Quantidade: 2"
"FITA ADESIVA PAPEL MARRON 50MM X 50 MTRS EUROCEL, Quantidade: 2"
"CANETA PARA TECIDO, Quantidade: 2"
"CANETA SOMAR, Quantidade: 2"
"CANETA PERMANENTE PARA CD 20 PILOT MARCA HOMOLOGADA PILOT, Quantidade: 2"
"CANETA PARA RETRO-PROJETOR PRETA 20mm PILOT MARCA HOMOLOGADA PILOT, Quantidade: 2"
"CANETA PARA RETRO-PROJETOR PILOT VERMELHA 200 MARCA HOMOLOGADA PILOT, Quantidade: 2"
"CANETA PARA RETRO-PROJETOR PILOT AZUL 200mm MARCA HOMOLOGADA PILOT, Quantidade: 2"
"CANETA LUMICOLOR (AZUL/AMARELA/LARANJA/VERDE/ROSA), Quantidade: 2"
"CANETA ESFEROGRAFICA BIC VERMELHA CRISTAL MARCA HOMOLOGADA BIC, Quantidade: 2"
"CANETA ESFEROGRAFICA BIC PRETA CRISTAL MARCA HOMOLOGADA BIC, Quantidade: 2"
"CANETA ESFEROGRAFICA BIC AZUL CRISTAL MARCA HOMOLOGADA BIC, Quantidade: 2"
"CANETA ULTRA FINE PRETA 04mm MARCA HOMOLOGADA BISMARQ, Quantidade: 2"
"CANETA MARCA TEXTO ROSA, Quantidade: 2"
"CANETA MARCA TEXTO AZUL, Quantidade: 2"
"CANETA MARCA TEXTO AMARELO, Quantidade: 2"
"FITA CREMER 702 DE PAPEL CREPADO 45MM X 50M, Quantidade: 2"
"FITA CREMER 747 DE PAPEL PARDO 50MM X 50M, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 160G/M2-245MM, Quantidade: 2"
"FITA DE PAPEL MARRON 3M 50 X 50 M 3557-SCOTCH/490-KRAFT - FILIAL 12, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 160G/M2-225MM, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 160G/M2-220MM, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 160G/M2-210MM, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 160G/M2-205MM, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 160G/M2-200MM, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 160G/M2-195MM, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 160G/M2-185MM, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 160G/M2-175MM, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 160G/M2-130MM, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 160G/M2-120MM, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 160G/M2-110MM, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 100 MM - PLM 360 (NAO REPOR), Quantidade: 2"
"PAPELAO VELOMOIDE 07 MM, Quantidade: 2"
"PAPELAO VELOMOIDE 03 MM, Quantidade: 2"
"FITA DE PAPEL MARRON 50MM X 50M - 3557-SCOTCH/490-KRAFT (FILIAL 12), Quantidade: 2"
"CANETA ESFEROGRAFICA PRETA, Quantidade: 2"
"CANETAS LUMICOLOR 200-SL VERDE (MARCA TEXTO), Quantidade: 2"
"CANETAS LUMICOLOR 200-SL ROSA (MARCA TEXTO), Quantidade: 2"
"CANETAS LUMICOLOR 200-SL LARANJA (MARCA TEXTO), Quantidade: 2"
"CANETA LUMICOLOR 200 AMARELA - Cor: COR UNICA, Quantidade: 2"
"CANETA ESFEROGRAFICA AZUL, Quantidade: 2"
"PORTA CANETAS, Quantidade: 2"
"CANETA RETRO PROJETOR, Quantidade: 2"
"CANETA ESFEROGRAFICA CRISTAL PRETA BIC, Quantidade: 2"
"CANETA ESPECIAL, Quantidade: 2"
"USO REC USO ME CANETA R.PR.P.MEDIA F.CASTELL VMO, Quantidade: 2"
"USO REC USO ME CANETA R.PR.P.MEDIA F.CASTELL PTO, Quantidade: 2"
"USO ME CANETA RET.PROG.VERM.2P DESART, Quantidade: 2"
"USO ME CANETA RET.PROG.PRETA 2P DESART, Quantidade: 2"
"USO ME CANETA MARCA TEXTO AMARELA UN, Quantidade: 2"
"USO ME CANETA FIXADORA P/BALCAO UN, Quantidade: 2"
"USO ME CANETA BIC CRISTAL AZUL UN, Quantidade: 2"
"CANETA PLASTICA TOUCH COM SUPORTE, Quantidade: 2"
"CANETA MARCA TEXTO BRW FLOURESCENTE VERDE, Quantidade: 2"
"CANETA MULTIUSO PERMANENTE FABER CASTELL - Cor: COR UNICA CANETA MULTIUSO PERMANENTE FABER CASTELL - PONTA MÉDIA 10MM, Quantidade: 2"
"CANETA NANKIN UNIPIN 0.1 - Cor: COR UNICA, Quantidade: 2"
"CANETA PINCEL ATOMICO REF.1100 AZUL - Cor: COR UNICA, Quantidade: 2"
"CANETA BIC PRETA, Quantidade: 2"
"CANETAS LUMICOLOR 200-SL AZUL (MARCA TEXTO), Quantidade: 2"
"CANETA P/ RETRO PROJETOR PONTA FINA 1.0mm, Quantidade: 2"
"CANETA P/ RETRO PROJETOR GRIP 10R 07 PILOT, Quantidade: 2"
"CANETA LAESER P/ RETRO PROJETOR, Quantidade: 2"
"CANETA PERSONALIZADA base_19 PRETA C/ DETALHE AZUL, Quantidade: 2"
"CANETA BIC VERMELHA, Quantidade: 2"
"CANETA BIC AZUL, Quantidade: 2"
"CANETA PINCEL ATOMICO REF.1100 PRETO - Cor: COR UNICA, Quantidade: 2"
"PORTA CANETA |, Quantidade: 2"
"CANETAS PERSONALIZADAS, Quantidade: 2"
"CANETA P/ TECIDO ACRILPEN ACRILEX PRETO - Cor: COR UNICA, Quantidade: 2"
"Caneta p/ tecido acrilpen acrilex preto, Quantidade: 2"
"CANETA P/RETRO PROJETOR VERM 200MM, Quantidade: 2"
"CANETA PINCEL ATOMICO REF.1100 VERMELHO - Cor: COR UNICA, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 160G/M2-234MM, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 160G/M2-80MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO MOGNO 160G/M2-128MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 95 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 55 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 290 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 270 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 250 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 230 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 210 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 190 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 170 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 150 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 130 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 125 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 115 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 105 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO CURUPIXA 160G-90MM (NAO REPOR), Quantidade: 2"
"PAPEL MELAMINICO PADRAO CURUPIXA 160G - 85 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 85 MM (FSC-MIX-C119900, Quantidade: 2"
"PAPEL MELAMINICO PADRAO IMBUIA 160G - 105 MM, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 160G/M2-88MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO IMBUIA 160G - 130 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO MOGNO 160G - 90 MM (NAO REPOR), Quantidade: 2"
"PAPEL MELAMINICO PADRAO MOGNO 160G-80MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO MOGNO 160G - 180 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO MOGNO 160G - 170 MM (NAO REPOR), Quantidade: 2"
"PAPEL MELAMINICO PADRAO MOGNO 160 G - 110 MM (NAO REPOR), Quantidade: 2"
"PAPEL MELAMINICO PADRAO IMBUIA 160G/M2-210MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO IMBUIA 160G/M2 - 185MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO IMBUIA 160G/M2 - 110MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO IMBUIA 160G/M2 - 100MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO IMBUIA 160G - 85 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO IMBUIA 160G -210 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO IMBUIA 160G - 190 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO IMBUIA 160 G - 180 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO IMBUIA 160G - 170 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO IMBUIA 160G - 150 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO CURUPIXA 160G - 210 MM (NAO REPOR), Quantidade: 2"
"PAPEL MELAMINICO PADRAO CURUPIXA 160G - 190 MM (NAO REPOR), Quantidade: 2"
"PAPEL MELAMINICO PADRAO CURUPIXA 160G-180MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO CURUPIXA 160G-170MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G-185MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G-170MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G-155MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G-150MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G - 140 MM (NAO REPOR), Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160 G - 130 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G-125MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G - 115 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G-110MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G - 105 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G-100MM, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 240 MM - PLM 360, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 190 MM - OLM 360, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 160G/M2-96MM, Quantidade: 2"
"PAPEL MELAMINICO BRANCO FOSCO 160G/M2-95MM (NAO REPOR), Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G-190MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G-200MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G - 205 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G - 85 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO CURUPIXA 160G - 150 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRÃO CURUPIXA 160G - 130MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO CURUPIXA 160G - 125 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO CURUPIXA 160G - 105 MM (NAO REPOR), Quantidade: 2"
"PAPEL MELAMINICO PADRAO CURUPIXA 160G - 105 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G - 95 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G 290 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G-210MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G 270 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G-250MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G-245MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G-235MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160G - 230 MM, Quantidade: 2"
"PAPEL MELAMINICO PADRAO BRANCO 160 G - 230 MM, Quantidade: 2"
"MP|Papel Base|1850|Areia|72-74gr/m2|, Quantidade: 2"
"MP|Papel Base|1850|Baviera|70gr/m2|, Quantidade: 2"
"'186.2022-0-ETIQUETAS ADESIVAS 50 mm X 29mm 01 COLUNA PAPEL FILME BOPP FOSCO 22grs (tubete 75mm) PARA APLICAÇÕES DIVERSAS Impressora móvel (código SATO 21LB710501), Quantidade: 2"
"Papel a4 cinza claro c/ 500fls, Quantidade: 2"
"PRATO DESCARTAVEL PAPELAO 28CM, Quantidade: 2"
"PAPEL SILICONADO HT85 ACABA BRI 100X66CM COD. HT-85 ACABAMENTO BRILHO PÓS IMPRESSÃO, Quantidade: 2"
"PAPEL FOTOGRAFICO HP ZINK AUTOCOLANTE Papel Fotográfico HP Zink Autocolante - 20 Folhas, Quantidade: 2"
"PAPEL FOTOGRAFICO 260G BRILHO 080X059M, Quantidade: 2"
"PAPEL FOTOGRAFICO 260G BRILHO 021X030M, Quantidade: 2"
"Papelao hidraulico esp. 3mm, Quantidade: 2"
"Papelao Hidraulico - 482 x 215 x 0.8 mm, Quantidade: 2"
"Papelão Hidraulico 16 mm, Quantidade: 2"
"Papelao Hidraulico 08 mm - Verde, Quantidade: 2"
"Papelao hidraulico 08mm, Quantidade: 2"
"Papelao Hidraulico 04 mm - Verde, Quantidade: 2"
"Folha de papelao hidraulico NA1002, Quantidade: 2"
"Folha de papelao hidraulico 04mm, Quantidade: 2"
"Fita de empacotamento papel gomada, Quantidade: 2"
"PAPEL IMPREG C/ AGENTE DE LIMPEZA PRATO PRENSA 118 x 186 MT PRODUTO/SERVIÇO: PAPEL IMPREG C/ AGENTE DE LIMPEZA PRATO PRENSA - DIMENSÕES: 118 x 186 MT = 21948M² - UTILIZAÇÃO PADRÃO: PRATO PRENSA BP1-2-3 - DESCRIÇÃO COMPLEMENTAR: ESTOQUE, Quantidade: 2"
"Junta vedação de papelão, Quantidade: 2"
"PAPEL A4 CINZA CLARO C/ 500FLS - Cor: COR UNICA PAPEL - MODELO: A4 - COR: CINZA CLARO - QUANTIDADE PCT: 500 FLS - TIPO: RECICLADO, Quantidade: 2"
"PAPEL SUB PP BR PRINT 63 G/ 180 - Cor: COR UNICA rolo com 200 metros - Largura 180, Quantidade: 2"
"PAPEL A4 CINZA CLARO C/ 500FLS PAPEL - MODELO: A4 - COR: CINZA CLARO - QUANTIDADE PCT: 500 FLS - TIPO: RECICLADO, Quantidade: 2"
"Papel sub.monolucido 8803/1 50g/ Rolo com 200 metros, Quantidade: 2"
"PAPEL SUBL.MONOLUCIDO 8803/1 50G/M 180M - Cor: COR UNICA Rolo com 200 metros, Quantidade: 2"
"PAPEL SUBLIGLOSS IMPORT 50 G/M 180M - Cor: COR UNICA, Quantidade: 2"
"PAPEL SUBLIGLOSS IMPORT 50G/M 180M, Quantidade: 2"
"Papel sub. 57g 1.60m Papel sub. bnflex slim HD 57g/m2 1600mm x 400 metros, Quantidade: 2"
